Threshold,Shoulder,Elbow,Wrist
15,0.564516129032258,0.714640198511166,0.709346991037132
20,0.765508684863524,0.838709677419355,0.807938540332907
25,0.878411910669975,0.903225806451613,0.87067861715749
30,0.933002481389578,0.925558312655087,0.901408450704225
35,0.947890818858561,0.949131513647643,0.920614596670935
40,0.951612903225806,0.952853598014888,0.933418693982074
