Threshold,Shoulder,Elbow,Wrist
15,0.56575682382134,0.714640198511166,0.709346991037132
20,0.769230769230769,0.838709677419355,0.807938540332907
25,0.879652605459057,0.903225806451613,0.87067861715749
30,0.931761786600496,0.925558312655087,0.902688860435339
35,0.946650124069479,0.949131513647643,0.921895006402049
40,0.950372208436725,0.952853598014888,0.934699103713188
