Threshold,Shoulder,Elbow,Wrist
15,0.56575682382134,0.713399503722084,0.702944942381562
20,0.769230769230769,0.838709677419355,0.816901408450704
25,0.879652605459057,0.905707196029777,0.880921895006402
30,0.931761786600496,0.925558312655087,0.914212548015365
35,0.946650124069479,0.949131513647643,0.93213828425096
40,0.950372208436725,0.952853598014888,0.9449423815621
