Threshold,Shoulder,Elbow,Wrist
15,0.576923076923077,0.712158808933002,0.704225352112676
20,0.784119106699752,0.841191066997519,0.818181818181818
25,0.890818858560794,0.906947890818859,0.882202304737516
30,0.946650124069479,0.925558312655087,0.916773367477593
35,0.966501240694789,0.949131513647643,0.934699103713188
40,0.970223325062035,0.952853598014888,0.947503201024328
