Threshold,Shoulder,Elbow,Wrist
15,0.56575682382134,0.713399503722084,0.678617157490397
20,0.769230769230769,0.838709677419355,0.793854033290653
25,0.879652605459057,0.905707196029777,0.859154929577465
30,0.931761786600496,0.925558312655087,0.89628681177977
35,0.946650124069479,0.949131513647643,0.920614596670935
40,0.950372208436725,0.952853598014888,0.934699103713188
